;;;;;Recepcion;;;;;Balanza;;;;;Darsena 1;;;;Darsena 2
Evento;Camion;Dia;Reloj;Tiempo prox llegada;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Estado;Camion;Prox fin atencion;Cola
Fin atencion Recepcion;36;1;9hs 36min 58s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;35;0hs 0min 12s;0;Ocupado;29;0hs 1min 6s;Ocupado;31;0hs 22min 37s;5
Fin atencion Balanza;35;1;9hs 37min 10s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;29;0hs 0min 54s;Ocupado;31;0hs 22min 25s;6
Llega camion;37;1;9hs 38min 54s;0hs 7min 26s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;30;0hs 15min 20s;Ocupado;31;0hs 20min 41s;5
Fin atencion Recepcion;37;1;9hs 45min 22s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;30;0hs 8min 52s;Ocupado;31;0hs 14min 13s;6
Llega camion;38;1;9hs 46min 21s;0hs 7min 58s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;30;0hs 7min 53s;Ocupado;31;0hs 13min 14s;6
Fin atencion Recepcion;38;1;9hs 53min 4s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;30;0hs 1min 10s;Ocupado;31;0hs 6min 31s;6
Llega camion;39;1;9hs 54min 20s;0hs 7min 29s;Libre; - ;0hs 0min 0s;1;Ocupado;38;0hs 5min 17s;0;Ocupado;32;0hs 18min 49s;Ocupado;31;0hs 5min 15s;5
Fin atencion Recepcion;39;1;9hs 58min 13s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;38;0hs 1min 24s;1;Ocupado;32;0hs 14min 56s;Ocupado;31;0hs 1min 22s;5
Fin atencion Balanza;38;1;9hs 59min 37s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;39;..hs ..min ..s;0;Ocupado;32;0hs 13min 32s;Ocupado;33;0hs 17min 29s;5
Llega camion;40;1;10hs 1min 50s;0hs 7min 21s;Libre; - ;0hs 0min 0s;1;Ocupado;39;0hs 3min 11s;0;Ocupado;32;0hs 11min 19s;Ocupado;33;0hs 15min 16s;5
Fin atencion Balanza;39;1;10hs 5min 1s;0hs 0min 0s;Ocupado;40;0hs 1min 12s;0;Libre; - ;..hs ..min ..s;0;Ocupado;32;0hs 8min 8s;Ocupado;33;0hs 12min 5s;6
Fin atencion Recepcion;40;1;10hs 6min 14s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;32;0hs 6min 55s;Ocupado;33;0hs 10min 52s;7
Llega camion;41;1;10hs 9min 12s;0hs 7min 49s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;32;0hs 3min 57s;Ocupado;33;0hs 7min 54s;7
Fin atencion Recepcion;41;1;10hs 15min 27s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;34;0hs 16min 58s;Ocupado;33;0hs 1min 39s;6
Llega camion;42;1;10hs 17min 2s;0hs 7min 4s;Libre; - ;0hs 0min 0s;1;Ocupado;41;0hs 3min 39s;0;Ocupado;34;0hs 15min 23s;Ocupado;33;0hs 0min 4s;6
Fin atencion Balanza;41;1;10hs 20min 41s;0hs 0min 0s;Ocupado;42;0hs 2min 16s;0;Libre; - ;..hs ..min ..s;0;Ocupado;34;0hs 11min 44s;Ocupado;36;0hs 11min 42s;6
Fin atencion Recepcion;42;1;10hs 22min 58s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;34;0hs 9min 27s;Ocupado;36;0hs 9min 25s;7
Llega camion;43;1;10hs 24min 7s;0hs 7min 12s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;34;0hs 8min 18s;Ocupado;36;0hs 8min 16s;7
Fin atencion Recepcion;43;1;10hs 27min 47s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;34;0hs 4min 38s;Ocupado;36;0hs 4min 36s;8
Llega camion;44;1;10hs 31min 20s;0hs 7min 28s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;34;0hs 1min 5s;Ocupado;36;0hs 1min 3s;8
Fin atencion Recepcion;44;1;10hs 35min 26s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;37;0hs 15min 25s;Ocupado;35;0hs 12min 24s;7
Llega camion;45;1;10hs 38min 49s;0hs 7min 52s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;37;0hs 12min 2s;Ocupado;35;0hs 9min 1s;7
Fin atencion Recepcion;45;1;10hs 44min 34s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;37;0hs 6min 17s;Ocupado;35;0hs 3min 16s;8
Llega camion;46;1;10hs 46min 42s;0hs 7min 29s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;37;0hs 4min 9s;Ocupado;35;0hs 1min 8s;8
Fin atencion Recepcion;46;1;10hs 51min 19s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;39;0hs 15min 35s;Ocupado;38;0hs 13min 31s;7
Llega camion;47;1;10hs 54min 12s;0hs 7min 6s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;39;0hs 12min 42s;Ocupado;38;0hs 10min 38s;7
Fin atencion Recepcion;47;1;10hs 57min 55s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;39;0hs 8min 59s;Ocupado;38;0hs 6min 55s;8
Llega camion;48;1;11hs 1min 19s;0hs 7min 39s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;39;0hs 5min 35s;Ocupado;38;0hs 3min 31s;8
Fin atencion Recepcion;48;1;11hs 5min 44s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;39;0hs 1min 10s;Ocupado;40;0hs 15min 1s;8
Llega camion;49;1;11hs 8min 59s;0hs 7min 36s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;41;0hs 13min 18s;Ocupado;40;0hs 11min 46s;7
Fin atencion Recepcion;49;1;11hs 12min 52s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;41;0hs 9min 25s;Ocupado;40;0hs 7min 53s;7
Llega camion;50;1;11hs 16min 36s;0hs 7min 51s;Libre; - ;0hs 0min 0s;1;Ocupado;49;0hs 1min 33s;0;Ocupado;41;0hs 5min 41s;Ocupado;40;0hs 4min 9s;7
Fin atencion Balanza;49;1;11hs 18min 9s;0hs 0min 0s;Ocupado;50;0hs 3min 46s;0;Libre; - ;..hs ..min ..s;0;Ocupado;41;0hs 4min 8s;Ocupado;40;0hs 2min 36s;8
Fin atencion Recepcion;50;1;11hs 21min 56s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;41;0hs 0min 21s;Ocupado;42;0hs 14min 33s;7
Llega camion;51;1;11hs 24min 28s;0hs 7min 31s;Libre; - ;0hs 0min 0s;1;Ocupado;50;0hs 3min 13s;0;Ocupado;43;0hs 15min 3s;Ocupado;42;0hs 12min 1s;6
Fin atencion Balanza;50;1;11hs 27min 41s;0hs 0min 0s;Ocupado;51;0hs 2min 39s;0;Libre; - ;..hs ..min ..s;0;Ocupado;43;0hs 11min 50s;Ocupado;42;0hs 8min 48s;7
Fin atencion Recepcion;51;1;11hs 30min 21s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;43;0hs 9min 10s;Ocupado;42;0hs 6min 8s;8
Llega camion;52;1;11hs 32min 0s;0hs 7min 54s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;43;0hs 7min 31s;Ocupado;42;0hs 4min 29s;8
Fin atencion Recepcion;52;1;11hs 38min 50s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;43;0hs 0min 41s;Ocupado;44;0hs 13min 27s;7
Llega camion;53;1;11hs 39min 55s;0hs 7min 59s;Libre; - ;0hs 0min 0s;1;Ocupado;52;0hs 4min 26s;0;Ocupado;45;0hs 15min 12s;Ocupado;44;0hs 12min 22s;6
Fin atencion Balanza;52;1;11hs 44min 21s;0hs 0min 0s;Ocupado;53;0hs 1min 22s;0;Libre; - ;..hs ..min ..s;0;Ocupado;45;0hs 10min 46s;Ocupado;44;0hs 7min 56s;7
Fin atencion Recepcion;53;1;11hs 45min 44s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;45;0hs 9min 23s;Ocupado;44;0hs 6min 33s;7
Llega camion;54;1;11hs 47min 55s;0hs 7min 47s;Libre; - ;0hs 0min 0s;1;Ocupado;53;0hs 2min 53s;0;Ocupado;45;0hs 7min 12s;Ocupado;44;0hs 4min 22s;7
Fin atencion Balanza;53;1;11hs 50min 48s;0hs 0min 0s;Ocupado;54;0hs 2min 2s;0;Libre; - ;..hs ..min ..s;0;Ocupado;45;0hs 4min 19s;Ocupado;44;0hs 1min 29s;8
Fin atencion Recepcion;54;1;11hs 52min 51s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;45;0hs 2min 16s;Ocupado;46;0hs 19min 17s;7
Llega camion;55;1;11hs 55min 43s;0hs 7min 50s;Libre; - ;0hs 0min 0s;1;Ocupado;54;0hs 2min 31s;0;Ocupado;47;0hs 18min 12s;Ocupado;46;0hs 16min 25s;6
Fin atencion Balanza;54;1;11hs 58min 14s;0hs 0min 0s;Ocupado;55;0hs 1min 12s;0;Libre; - ;..hs ..min ..s;0;Ocupado;47;0hs 15min 41s;Ocupado;46;0hs 13min 54s;7
Fin atencion Recepcion;55;1;11hs 59min 27s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;47;0hs 14min 28s;Ocupado;46;0hs 12min 41s;7
Llega camion;56;1;12hs 3min 34s;0hs 7min 44s;Libre; - ;0hs 0min 0s;1;Ocupado;55;0hs 2min 21s;0;Ocupado;47;0hs 10min 21s;Ocupado;46;0hs 8min 34s;7
Fin atencion Balanza;55;1;12hs 5min 55s;0hs 0min 0s;Ocupado;56;0hs 1min 43s;0;Libre; - ;..hs ..min ..s;0;Ocupado;47;0hs 8min 0s;Ocupado;46;0hs 6min 13s;8
Fin atencion Recepcion;56;1;12hs 7min 39s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;47;0hs 6min 16s;Ocupado;46;0hs 4min 29s;8
Llega camion;57;1;12hs 11min 19s;0hs 7min 2s;Libre; - ;0hs 0min 0s;1;Ocupado;56;0hs 1min 26s;0;Ocupado;47;0hs 2min 36s;Ocupado;46;0hs 0min 49s;8
Fin atencion Balanza;56;1;12hs 12min 45s;0hs 0min 0s;Ocupado;57;0hs 4min 27s;0;Libre; - ;..hs ..min ..s;0;Ocupado;47;0hs 1min 10s;Ocupado;48;0hs 16min 35s;8
Fin atencion Recepcion;57;1;12hs 17min 13s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;49;0hs 16min 39s;Ocupado;48;0hs 12min 7s;7
Llega camion;58;1;12hs 18min 22s;0hs 7min 51s;Libre; - ;0hs 0min 0s;1;Ocupado;57;0hs 5min 15s;0;Ocupado;49;0hs 15min 30s;Ocupado;48;0hs 10min 58s;7
Fin atencion Balanza;57;1;12hs 23min 37s;0hs 0min 0s;Ocupado;58;0hs 1min 28s;0;Libre; - ;..hs ..min ..s;0;Ocupado;49;0hs 10min 15s;Ocupado;48;0hs 5min 43s;8
Fin atencion Recepcion;58;1;12hs 25min 6s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;49;0hs 8min 46s;Ocupado;48;0hs 4min 14s;9
Llega camion;59;1;12hs 26min 14s;0hs 7min 21s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;49;0hs 7min 38s;Ocupado;48;0hs 3min 6s;9
Fin atencion Recepcion;59;1;12hs 31min 44s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;49;0hs 2min 8s;Ocupado;50;0hs 14min 27s;8
Llega camion;60;1;12hs 33min 36s;0hs 7min 2s;Libre; - ;0hs 0min 0s;1;Ocupado;59;0hs 4min 0s;0;Ocupado;49;0hs 0min 16s;Ocupado;50;0hs 12min 35s;8
Fin atencion Balanza;59;1;12hs 37min 36s;0hs 0min 0s;Ocupado;60;0hs 2min 46s;0;Libre; - ;..hs ..min ..s;0;Ocupado;51;0hs 12min 15s;Ocupado;50;0hs 8min 35s;8
Fin atencion Recepcion;60;1;12hs 40min 23s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;51;0hs 9min 28s;Ocupado;50;0hs 5min 48s;8
Llega camion;61;1;12hs 40min 39s;0hs 7min 0s;Libre; - ;0hs 0min 0s;1;Ocupado;60;0hs 5min 3s;0;Ocupado;51;0hs 9min 12s;Ocupado;50;0hs 5min 32s;8
Fin atencion Recepcion;61;1;12hs 45min 28s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;60;0hs 0min 14s;0;Ocupado;51;0hs 4min 23s;Ocupado;50;0hs 0min 43s;9
Fin atencion Balanza;60;1;12hs 45min 42s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;51;0hs 4min 9s;Ocupado;50;0hs 0min 29s;10
Llega camion;62;1;12hs 47min 40s;0hs 7min 32s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;51;0hs 2min 11s;Ocupado;52;0hs 14min 36s;9
Fin atencion Recepcion;62;1;12hs 52min 10s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;53;0hs 17min 17s;Ocupado;52;0hs 10min 6s;9
Llega camion;63;1;12hs 55min 13s;0hs 7min 9s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;53;0hs 14min 14s;Ocupado;52;0hs 7min 3s;9
Fin atencion Recepcion;63;1;12hs 58min 59s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;53;0hs 10min 28s;Ocupado;52;0hs 3min 17s;10
Llega camion;64;1;13hs 2min 23s;0hs 7min 22s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;53;0hs 7min 4s;Ocupado;54;0hs 16min 2s;9
Fin atencion Recepcion;64;1;13hs 7min 32s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;53;0hs 1min 55s;Ocupado;54;0hs 10min 53s;10
Llega camion;65;1;13hs 9min 46s;0hs 7min 49s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;55;0hs 19min 41s;Ocupado;54;0hs 8min 39s;9
Fin atencion Recepcion;65;1;13hs 14min 34s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;55;0hs 14min 53s;Ocupado;54;0hs 3min 51s;10
Llega camion;66;1;13hs 17min 36s;0hs 7min 55s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;55;0hs 11min 51s;Ocupado;54;0hs 0min 49s;10
Fin atencion Recepcion;66;1;13hs 21min 47s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;55;0hs 7min 40s;Ocupado;56;0hs 13min 28s;10
Llega camion;67;1;13hs 25min 32s;0hs 7min 41s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;55;0hs 3min 55s;Ocupado;56;0hs 9min 43s;10
Fin atencion Recepcion;67;1;13hs 28min 35s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;55;0hs 0min 52s;Ocupado;56;0hs 6min 40s;10
Llega camion;68;1;13hs 33min 14s;0hs 7min 21s;Libre; - ;0hs 0min 0s;1;Ocupado;67;0hs 0min 43s;0;Ocupado;57;0hs 12min 27s;Ocupado;56;0hs 2min 1s;9
Fin atencion Balanza;67;1;13hs 33min 57s;0hs 0min 0s;Ocupado;68;0hs 5min 36s;0;Libre; - ;..hs ..min ..s;0;Ocupado;57;0hs 11min 44s;Ocupado;56;0hs 1min 18s;10
Fin atencion Recepcion;68;1;13hs 39min 34s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;57;0hs 6min 7s;Ocupado;58;0hs 10min 50s;9
Llega camion;69;1;13hs 40min 36s;0hs 7min 10s;Libre; - ;0hs 0min 0s;1;Ocupado;68;0hs 5min 28s;0;Ocupado;57;0hs 5min 5s;Ocupado;58;0hs 9min 48s;9
Fin atencion Recepcion;69;1;13hs 45min 5s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;68;0hs 0min 59s;0;Ocupado;57;0hs 0min 36s;Ocupado;58;0hs 5min 19s;10
Fin atencion Balanza;68;1;13hs 46min 4s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;59;0hs 27min 3s;Ocupado;58;0hs 4min 20s;10
Llega camion;70;1;13hs 47min 47s;0hs 7min 49s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;59;0hs 25min 20s;Ocupado;58;0hs 2min 37s;10
Fin atencion Recepcion;70;1;13hs 51min 40s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;59;0hs 21min 27s;Ocupado;61;0hs 22min 52s;9
Llega camion;71;1;13hs 55min 37s;0hs 7min 6s;Libre; - ;0hs 0min 0s;1;Ocupado;70;0hs 1min 53s;0;Ocupado;59;0hs 17min 30s;Ocupado;61;0hs 18min 55s;9
Fin atencion Balanza;70;1;13hs 57min 30s;0hs 0min 0s;Ocupado;71;0hs 5min 3s;0;Libre; - ;..hs ..min ..s;0;Ocupado;59;0hs 15min 37s;Ocupado;61;0hs 17min 2s;10
Fin atencion Recepcion;71;1;14hs 2min 34s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;59;0hs 10min 33s;Ocupado;61;0hs 11min 58s;10
Llega camion;72;1;14hs 2min 44s;0hs 7min 38s;Libre; - ;0hs 0min 0s;1;Ocupado;71;0hs 5min 55s;0;Ocupado;59;0hs 10min 23s;Ocupado;61;0hs 11min 48s;10
Fin atencion Balanza;71;1;14hs 8min 39s;0hs 0min 0s;Ocupado;72;0hs 0min 36s;0;Libre; - ;..hs ..min ..s;0;Ocupado;59;0hs 4min 28s;Ocupado;61;0hs 5min 53s;11
Fin atencion Recepcion;72;1;14hs 9min 16s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;59;0hs 3min 51s;Ocupado;61;0hs 5min 16s;11
Llega camion;73;1;14hs 10min 23s;0hs 7min 14s;Libre; - ;0hs 0min 0s;1;Ocupado;72;0hs 4min 19s;0;Ocupado;59;0hs 2min 44s;Ocupado;61;0hs 4min 9s;11
Fin atencion Recepcion;73;1;14hs 13min 49s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;72;0hs 0min 53s;1;Ocupado;60;0hs 17min 1s;Ocupado;61;0hs 0min 43s;10
Fin atencion Balanza;72;1;14hs 14min 42s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;73;..hs ..min ..s;0;Ocupado;60;0hs 16min 8s;Ocupado;62;0hs 14min 59s;10
Llega camion;74;1;14hs 17min 38s;0hs 7min 49s;Libre; - ;0hs 0min 0s;1;Ocupado;73;0hs 3min 52s;0;Ocupado;60;0hs 13min 12s;Ocupado;62;0hs 12min 3s;10
Fin atencion Balanza;73;1;14hs 21min 30s;0hs 0min 0s;Ocupado;74;0hs 2min 4s;0;Libre; - ;..hs ..min ..s;0;Ocupado;60;0hs 9min 20s;Ocupado;62;0hs 8min 11s;11
Fin atencion Recepcion;74;1;14hs 23min 35s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;60;0hs 7min 15s;Ocupado;62;0hs 6min 6s;11
Llega camion;75;1;14hs 25min 28s;0hs 7min 52s;Libre; - ;0hs 0min 0s;1;Ocupado;74;0hs 3min 54s;0;Ocupado;60;0hs 5min 22s;Ocupado;62;0hs 4min 13s;11
Fin atencion Balanza;74;1;14hs 29min 22s;0hs 0min 0s;Ocupado;75;0hs 1min 54s;0;Libre; - ;..hs ..min ..s;0;Ocupado;60;0hs 1min 28s;Ocupado;62;0hs 0min 19s;12
Fin atencion Recepcion;75;1;14hs 31min 17s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;64;0hs 17min 16s;Ocupado;63;0hs 14min 49s;10
Llega camion;76;1;14hs 33min 21s;0hs 7min 8s;Libre; - ;0hs 0min 0s;1;Ocupado;75;0hs 3min 14s;0;Ocupado;64;0hs 15min 12s;Ocupado;63;0hs 12min 45s;10
Fin atencion Balanza;75;1;14hs 36min 35s;0hs 0min 0s;Ocupado;76;0hs 0min 36s;0;Libre; - ;..hs ..min ..s;0;Ocupado;64;0hs 11min 58s;Ocupado;63;0hs 9min 31s;11
Fin atencion Recepcion;76;1;14hs 37min 12s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;64;0hs 11min 21s;Ocupado;63;0hs 8min 54s;11
Llega camion;77;1;14hs 40min 30s;0hs 7min 12s;Libre; - ;0hs 0min 0s;1;Ocupado;76;0hs 1min 53s;0;Ocupado;64;0hs 8min 3s;Ocupado;63;0hs 5min 36s;11
Fin atencion Balanza;76;1;14hs 42min 23s;0hs 0min 0s;Ocupado;77;0hs 1min 38s;0;Libre; - ;..hs ..min ..s;0;Ocupado;64;0hs 6min 10s;Ocupado;63;0hs 3min 43s;12
Fin atencion Recepcion;77;1;14hs 44min 2s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;64;0hs 4min 31s;Ocupado;63;0hs 2min 4s;12
Llega camion;78;1;14hs 47min 43s;0hs 7min 1s;Libre; - ;0hs 0min 0s;1;Ocupado;77;0hs 2min 3s;0;Ocupado;64;0hs 0min 50s;Ocupado;65;0hs 13min 33s;11
Fin atencion Balanza;77;1;14hs 49min 46s;0hs 0min 0s;Ocupado;78;0hs 4min 14s;0;Libre; - ;..hs ..min ..s;0;Ocupado;66;0hs 15min 34s;Ocupado;65;0hs 11min 30s;11
Fin atencion Recepcion;78;1;14hs 54min 1s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;66;0hs 11min 19s;Ocupado;65;0hs 7min 15s;11
Llega camion;79;1;14hs 54min 45s;0hs 7min 34s;Libre; - ;0hs 0min 0s;1;Ocupado;78;0hs 5min 59s;0;Ocupado;66;0hs 10min 35s;Ocupado;65;0hs 6min 31s;11
Fin atencion Recepcion;79;1;14hs 59min 36s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;78;0hs 1min 8s;1;Ocupado;66;0hs 5min 44s;Ocupado;65;0hs 1min 40s;11
Fin atencion Balanza;78;1;15hs 0min 44s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;79;..hs ..min ..s;0;Ocupado;66;0hs 4min 36s;Ocupado;65;0hs 0min 32s;12
Llega camion;80;1;15hs 2min 20s;0hs 7min 47s;Libre; - ;0hs 0min 0s;1;Ocupado;79;0hs 4min 7s;0;Ocupado;66;0hs 3min 0s;Ocupado;67;0hs 15min 13s;11
Fin atencion Balanza;79;1;15hs 6min 27s;0hs 0min 0s;Ocupado;80;0hs 0min 47s;0;Libre; - ;..hs ..min ..s;0;Ocupado;69;0hs 16min 33s;Ocupado;67;0hs 11min 6s;11
Fin atencion Recepcion;80;1;15hs 7min 15s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;69;0hs 15min 45s;Ocupado;67;0hs 10min 18s;12
Llega camion;81;1;15hs 10min 8s;0hs 7min 10s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;69;0hs 12min 52s;Ocupado;67;0hs 7min 25s;12
Fin atencion Recepcion;81;1;15hs 16min 7s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;69;0hs 6min 53s;Ocupado;67;0hs 1min 26s;13
Llega camion;82;1;15hs 17min 19s;0hs 7min 11s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;69;0hs 5min 41s;Ocupado;67;0hs 0min 14s;13
Fin atencion Recepcion;82;1;15hs 20min 25s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;69;0hs 2min 35s;Ocupado;68;0hs 12min 36s;13
Llega camion;83;1;15hs 24min 31s;0hs 7min 56s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;70;0hs 17min 22s;Ocupado;68;0hs 8min 30s;12
Fin atencion Recepcion;83;1;15hs 30min 47s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;70;0hs 11min 6s;Ocupado;68;0hs 2min 14s;13
Llega camion;84;1;15hs 32min 28s;0hs 7min 9s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;70;0hs 9min 25s;Ocupado;68;0hs 0min 33s;13
Fin atencion Recepcion;84;1;15hs 36min 8s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;70;0hs 5min 45s;Ocupado;71;0hs 13min 35s;12
Llega camion;85;1;15hs 39min 38s;0hs 7min 1s;Libre; - ;0hs 0min 0s;1;Ocupado;84;0hs 2min 35s;0;Ocupado;70;0hs 2min 15s;Ocupado;71;0hs 10min 5s;12
Fin atencion Balanza;84;1;15hs 42min 13s;0hs 0min 0s;Ocupado;85;0hs 4min 13s;0;Libre; - ;..hs ..min ..s;0;Ocupado;72;0hs 18min 48s;Ocupado;71;0hs 7min 30s;12
Fin atencion Recepcion;85;1;15hs 46min 27s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;72;0hs 14min 34s;Ocupado;71;0hs 3min 16s;12
